well,cell_ID,condition,serum,seeding_density,Nuclear_Area,DAPI
B11,OBJ1,CTL,SS_0.5,0.5,253,8109000
B11,OBJ2,CTL,SS_0.5,0.5,278,8463000
B11,OBJ3,CTL,SS_0.5,0.5,508,20610000
B11,OBJ4,CTL,SS_0.5,0.5,297,10830000
B11,OBJ5,CTL,SS_0.5,0.5,400,12730000
B11,OBJ6,CTL,SS_0.5,0.5,212,10200000
B11,OBJ7,CTL,SS_0.5,0.5,257,10760000
B11,OBJ8,CTL,SS_0.5,0.5,208,10130000
B11,OBJ9,CTL,SS_0.5,0.5,236,11110000
B11,OBJ10,CTL,SS_0.5,0.5,281,9292000
B11,OBJ11,CTL,SS_0.5,0.5,791,22930000
B11,OBJ12,CTL,SS_0.5,0.5,378,10930000
B11,OBJ13,CTL,SS_0.5,0.5,376,18400000
B11,OBJ14,CTL,SS_0.5,0.5,224,19520000
B11,OBJ15,CTL,SS_0.5,0.5,357,10820000
B11,OBJ16,CTL,SS_0.5,0.5,260,20000000
B11,OBJ17,CTL,SS_0.5,0.5,306,20080000
B11,OBJ18,CTL,SS_0.5,0.5,285,17940000
B11,OBJ19,CTL,SS_0.5,0.5,413,9875000
B11,OBJ20,CTL,SS_0.5,0.5,422,9843000
B11,OBJ21,CTL,SS_0.5,0.5,430,10360000
B11,OBJ22,CTL,SS_0.5,0.5,793,21140000
B11,OBJ23,CTL,SS_0.5,0.5,375,16080000
B11,OBJ24,CTL,SS_0.5,0.5,243,10430000
B11,OBJ25,CTL,SS_0.5,0.5,586,10440000
B11,OBJ26,CTL,SS_0.5,0.5,435,20710000
B11,OBJ27,CTL,SS_0.5,0.5,394,18900000
B11,OBJ28,CTL,SS_0.5,0.5,232,10300000
B11,OBJ29,CTL,SS_0.5,0.5,310,12220000
B11,OBJ30,CTL,SS_0.5,0.5,313,12200000
B11,OBJ31,CTL,SS_0.5,0.5,641,24270000
B11,OBJ32,CTL,SS_0.5,0.5,558,10350000
B11,OBJ33,CTL,SS_0.5,0.5,526,15790000
B11,OBJ34,CTL,SS_0.5,0.5,324,10750000
B11,OBJ35,CTL,SS_0.5,0.5,351,13510000
B11,OBJ36,CTL,SS_0.5,0.5,237,9266000
B11,OBJ37,CTL,SS_0.5,0.5,291,8450000
B11,OBJ38,CTL,SS_0.5,0.5,230,11820000
B11,OBJ39,CTL,SS_0.5,0.5,469,11840000
B11,OBJ40,CTL,SS_0.5,0.5,389,14390000
B11,OBJ41,CTL,SS_0.5,0.5,401,18220000
B11,OBJ42,CTL,SS_0.5,0.5,363,14890000
B11,OBJ43,CTL,SS_0.5,0.5,626,22830000
B11,OBJ44,CTL,SS_0.5,0.5,227,17650000
B11,OBJ45,CTL,SS_0.5,0.5,397,11630000
B11,OBJ46,CTL,SS_0.5,0.5,348,22440000
B11,OBJ47,CTL,SS_0.5,0.5,519,23600000
B11,OBJ48,CTL,SS_0.5,0.5,252,17940000
B11,OBJ49,CTL,SS_0.5,0.5,376,23140000
B11,OBJ50,CTL,SS_0.5,0.5,602,23780000
B11,OBJ51,CTL,SS_0.5,0.5,212,9113000
B11,OBJ52,CTL,SS_0.5,0.5,713,24070000
B11,OBJ53,CTL,SS_0.5,0.5,455,11150000
B11,OBJ54,CTL,SS_0.5,0.5,246,9487000
B11,OBJ55,CTL,SS_0.5,0.5,214,9398000
B11,OBJ56,CTL,SS_0.5,0.5,481,23730000
B11,OBJ57,CTL,SS_0.5,0.5,269,9522000
B11,OBJ58,CTL,SS_0.5,0.5,298,10870000
B11,OBJ59,CTL,SS_0.5,0.5,350,19900000
B11,OBJ60,CTL,SS_0.5,0.5,253,8947000
B11,OBJ61,CTL,SS_0.5,0.5,283,9175000
B11,OBJ62,CTL,SS_0.5,0.5,253,9248000
B11,OBJ63,CTL,SS_0.5,0.5,381,10990000
B11,OBJ64,CTL,SS_0.5,0.5,307,10930000
B11,OBJ65,CTL,SS_0.5,0.5,278,8471000
B11,OBJ66,CTL,SS_0.5,0.5,230,8456000
B11,OBJ67,CTL,SS_0.5,0.5,403,11850000
B11,OBJ68,CTL,SS_0.5,0.5,236,8355000
B11,OBJ69,CTL,SS_0.5,0.5,281,10420000
B11,OBJ70,CTL,SS_0.5,0.5,308,8308000
B11,OBJ71,CTL,SS_0.5,0.5,310,12980000
B11,OBJ72,CTL,SS_0.5,0.5,280,8886000
B11,OBJ73,CTL,SS_0.5,0.5,425,16530000
B11,OBJ74,CTL,SS_0.5,0.5,346,11160000
B11,OBJ75,CTL,SS_0.5,0.5,245,12540000
B11,OBJ76,CTL,SS_0.5,0.5,318,9247000
B11,OBJ77,CTL,SS_0.5,0.5,256,8240000
B11,OBJ78,CTL,SS_0.5,0.5,313,10050000
B11,OBJ79,CTL,SS_0.5,0.5,261,8466000
B11,OBJ80,CTL,SS_0.5,0.5,307,12680000
B11,OBJ81,CTL,SS_0.5,0.5,557,20700000
B11,OBJ82,CTL,SS_0.5,0.5,266,9588000
B11,OBJ83,CTL,SS_0.5,0.5,885,21910000
B11,OBJ84,CTL,SS_0.5,0.5,413,8400000
B11,OBJ85,CTL,SS_0.5,0.5,288,9250000
B11,OBJ86,CTL,SS_0.5,0.5,312,13430000
B11,OBJ87,CTL,SS_0.5,0.5,295,8295000
B11,OBJ88,CTL,SS_0.5,0.5,492,21990000
B11,OBJ89,CTL,SS_0.5,0.5,380,9803000
B11,OBJ90,CTL,SS_0.5,0.5,470,16920000
B11,OBJ91,CTL,SS_0.5,0.5,236,8414000
B11,OBJ92,CTL,SS_0.5,0.5,494,8417000
B11,OBJ93,CTL,SS_0.5,0.5,451,8718000
B11,OBJ94,CTL,SS_0.5,0.5,205,8570000
B11,OBJ95,CTL,SS_0.5,0.5,228,7952000
B11,OBJ96,CTL,SS_0.5,0.5,399,16680000
B11,OBJ97,CTL,SS_0.5,0.5,207,9995000
B11,OBJ98,CTL,SS_0.5,0.5,611,19840000
B11,OBJ99,CTL,SS_0.5,0.5,234,18520000
B11,OBJ100,CTL,SS_0.5,0.5,359,14400000
B11,OBJ101,CTL,SS_0.5,0.5,430,19330000
B11,OBJ102,CTL,SS_0.5,0.5,356,9691000
B11,OBJ103,CTL,SS_0.5,0.5,415,21610000
B11,OBJ104,CTL,SS_0.5,0.5,355,15850000
B11,OBJ105,CTL,SS_0.5,0.5,238,8556000
B11,OBJ106,CTL,SS_0.5,0.5,799,24220000
B11,OBJ107,CTL,SS_0.5,0.5,360,15060000
B11,OBJ108,CTL,SS_0.5,0.5,241,10050000
B11,OBJ109,CTL,SS_0.5,0.5,598,22550000
B11,OBJ110,CTL,SS_0.5,0.5,384,13190000
B11,OBJ111,CTL,SS_0.5,0.5,397,10970000
B11,OBJ112,CTL,SS_0.5,0.5,276,10240000
B11,OBJ113,CTL,SS_0.5,0.5,258,9039000
B11,OBJ114,CTL,SS_0.5,0.5,805,20530000
B11,OBJ115,CTL,SS_0.5,0.5,494,11020000
B11,OBJ116,CTL,SS_0.5,0.5,323,9608000
B11,OBJ117,CTL,SS_0.5,0.5,476,12050000
B11,OBJ118,CTL,SS_0.5,0.5,284,9718000
B11,OBJ119,CTL,SS_0.5,0.5,303,11960000
B11,OBJ120,CTL,SS_0.5,0.5,784,22200000
B11,OBJ121,CTL,SS_0.5,0.5,620,22530000
B11,OBJ122,CTL,SS_0.5,0.5,451,11710000
B11,OBJ123,CTL,SS_0.5,0.5,303,10200000
B11,OBJ124,CTL,SS_0.5,0.5,442,11430000
B11,OBJ125,CTL,SS_0.5,0.5,313,11320000
B11,OBJ126,CTL,SS_0.5,0.5,455,11170000
B11,OBJ127,CTL,SS_0.5,0.5,372,11530000
B11,OBJ128,CTL,SS_0.5,0.5,237,19860000
B11,OBJ129,CTL,SS_0.5,0.5,723,33570000
B11,OBJ130,CTL,SS_0.5,0.5,282,10490000
B11,OBJ131,CTL,SS_0.5,0.5,422,10560000
B11,OBJ132,CTL,SS_0.5,0.5,239,11630000
B11,OBJ133,CTL,SS_0.5,0.5,366,11140000
B11,OBJ134,CTL,SS_0.5,0.5,391,8453000
B11,OBJ135,CTL,SS_0.5,0.5,701,20870000
B11,OBJ136,CTL,SS_0.5,0.5,525,21370000
B11,OBJ137,CTL,SS_0.5,0.5,547,12080000
B11,OBJ138,CTL,SS_0.5,0.5,366,12730000
B11,OBJ139,CTL,SS_0.5,0.5,385,21650000
B11,OBJ140,CTL,SS_0.5,0.5,329,19980000
B11,OBJ141,CTL,SS_0.5,0.5,430,16300000
B11,OBJ142,CTL,SS_0.5,0.5,437,21960000
B11,OBJ143,CTL,SS_0.5,0.5,301,9120000
B11,OBJ144,CTL,SS_0.5,0.5,509,20260000
B11,OBJ145,CTL,SS_0.5,0.5,329,12830000
B11,OBJ146,CTL,SS_0.5,0.5,794,22080000
B11,OBJ147,CTL,SS_0.5,0.5,544,9503000
B11,OBJ148,CTL,SS_0.5,0.5,305,9140000
B11,OBJ149,CTL,SS_0.5,0.5,331,9818000
B11,OBJ150,CTL,SS_0.5,0.5,441,10920000
B11,OBJ151,CTL,SS_0.5,0.5,293,8970000
B11,OBJ152,CTL,SS_0.5,0.5,388,8986000
B11,OBJ153,CTL,SS_0.5,0.5,328,9156000
B11,OBJ154,CTL,SS_0.5,0.5,346,9335000
B11,OBJ155,CTL,SS_0.5,0.5,403,12550000
B11,OBJ156,CTL,SS_0.5,0.5,325,8789000
B11,OBJ157,CTL,SS_0.5,0.5,413,9928000
B11,OBJ158,CTL,SS_0.5,0.5,378,15120000
B11,OBJ159,CTL,SS_0.5,0.5,738,20930000
B11,OBJ160,CTL,SS_0.5,0.5,492,20270000
B11,OBJ161,CTL,SS_0.5,0.5,397,21990000
B11,OBJ162,CTL,SS_0.5,0.5,216,4847000
B11,OBJ163,CTL,SS_0.5,0.5,284,9286000
B11,OBJ164,CTL,SS_0.5,0.5,495,10600000
B11,OBJ165,CTL,SS_0.5,0.5,403,9658000
B11,OBJ166,CTL,SS_0.5,0.5,332,10620000
B11,OBJ167,CTL,SS_0.5,0.5,278,9966000
B11,OBJ168,CTL,SS_0.5,0.5,360,9731000
B11,OBJ169,CTL,SS_0.5,0.5,466,23400000
B11,OBJ170,CTL,SS_0.5,0.5,262,10060000
B11,OBJ171,CTL,SS_0.5,0.5,712,23710000
B11,OBJ172,CTL,SS_0.5,0.5,625,20790000
B11,OBJ173,CTL,SS_0.5,0.5,343,12240000
B11,OBJ174,CTL,SS_0.5,0.5,369,11770000
B11,OBJ175,CTL,SS_0.5,0.5,841,21940000
B11,OBJ176,CTL,SS_0.5,0.5,355,11530000
B11,OBJ177,CTL,SS_0.5,0.5,432,23040000
B11,OBJ178,CTL,SS_0.5,0.5,443,17930000
B11,OBJ179,CTL,SS_0.5,0.5,228,10610000
B11,OBJ180,CTL,SS_0.5,0.5,514,21710000
B11,OBJ181,CTL,SS_0.5,0.5,724,21530000
B11,OBJ182,CTL,SS_0.5,0.5,428,22830000
B11,OBJ183,CTL,SS_0.5,0.5,382,11880000
B11,OBJ184,CTL,SS_0.5,0.5,868,22890000
B11,OBJ185,CTL,SS_0.5,0.5,679,22290000
B11,OBJ186,CTL,SS_0.5,0.5,374,12910000
B11,OBJ187,CTL,SS_0.5,0.5,359,12390000
B11,OBJ188,CTL,SS_0.5,0.5,508,24720000
B11,OBJ189,CTL,SS_0.5,0.5,535,12070000
B11,OBJ190,CTL,SS_0.5,0.5,436,9556000
B11,OBJ191,CTL,SS_0.5,0.5,413,23580000
B11,OBJ192,CTL,SS_0.5,0.5,426,11090000
B11,OBJ193,CTL,SS_0.5,0.5,461,9486000
B11,OBJ194,CTL,SS_0.5,0.5,465,20730000
B11,OBJ195,CTL,SS_0.5,0.5,393,19670000
B11,OBJ196,CTL,SS_0.5,0.5,432,21350000
B11,OBJ197,CTL,SS_0.5,0.5,341,14860000
B11,OBJ198,CTL,SS_0.5,0.5,246,9334000
B11,OBJ199,CTL,SS_0.5,0.5,214,8908000
B11,OBJ200,CTL,SS_0.5,0.5,470,18180000
B11,OBJ201,CTL,SS_0.5,0.5,404,8639000
B11,OBJ202,CTL,SS_0.5,0.5,246,8536000
B11,OBJ203,CTL,SS_0.5,0.5,611,29840000
B11,OBJ204,CTL,SS_0.5,0.5,545,19800000
B11,OBJ205,CTL,SS_0.5,0.5,362,15680000
B11,OBJ206,CTL,SS_0.5,0.5,338,18100000
B11,OBJ207,CTL,SS_0.5,0.5,559,17960000
B11,OBJ208,CTL,SS_0.5,0.5,518,17780000
B11,OBJ209,CTL,SS_0.5,0.5,558,20320000
B11,OBJ210,CTL,SS_0.5,0.5,247,8215000
B11,OBJ211,CTL,SS_0.5,0.5,452,17230000
B11,OBJ212,CTL,SS_0.5,0.5,831,44350000
B11,OBJ213,CTL,SS_0.5,0.5,923,18160000
B11,OBJ214,CTL,SS_0.5,0.5,318,12310000
B11,OBJ215,CTL,SS_0.5,0.5,367,8559000
B11,OBJ216,CTL,SS_0.5,0.5,349,13200000
B11,OBJ217,CTL,SS_0.5,0.5,473,16650000
B11,OBJ218,CTL,SS_0.5,0.5,444,16370000
B11,OBJ219,CTL,SS_0.5,0.5,432,18120000
B11,OBJ220,CTL,SS_0.5,0.5,466,9450000
B11,OBJ221,CTL,SS_0.5,0.5,429,20440000
B11,OBJ222,CTL,SS_0.5,0.5,258,9635000
B11,OBJ223,CTL,SS_0.5,0.5,273,9486000
B11,OBJ224,CTL,SS_0.5,0.5,254,8030000
B11,OBJ225,CTL,SS_0.5,0.5,452,22650000
B11,OBJ226,CTL,SS_0.5,0.5,484,20950000
B11,OBJ227,CTL,SS_0.5,0.5,276,9604000
B11,OBJ228,CTL,SS_0.5,0.5,349,23530000
B11,OBJ229,CTL,SS_0.5,0.5,546,18820000
B11,OBJ230,CTL,SS_0.5,0.5,401,12290000
B11,OBJ231,CTL,SS_0.5,0.5,224,8774000
B11,OBJ232,CTL,SS_0.5,0.5,624,19920000
B11,OBJ233,CTL,SS_0.5,0.5,624,20860000
B11,OBJ234,CTL,SS_0.5,0.5,575,17300000
B11,OBJ235,CTL,SS_0.5,0.5,433,21330000
B11,OBJ236,CTL,SS_0.5,0.5,263,10060000
B11,OBJ237,CTL,SS_0.5,0.5,369,20970000
B11,OBJ238,CTL,SS_0.5,0.5,379,10400000
B11,OBJ239,CTL,SS_0.5,0.5,488,11620000
B11,OBJ240,CTL,SS_0.5,0.5,349,11140000
B11,OBJ241,CTL,SS_0.5,0.5,405,16370000
B11,OBJ242,CTL,SS_0.5,0.5,596,11480000
B11,OBJ243,CTL,SS_0.5,0.5,391,22890000
B11,OBJ244,CTL,SS_0.5,0.5,254,10820000
B11,OBJ245,CTL,SS_0.5,0.5,385,19680000
B11,OBJ246,CTL,SS_0.5,0.5,274,10850000
B11,OBJ247,CTL,SS_0.5,0.5,266,9748000
B11,OBJ248,CTL,SS_0.5,0.5,326,7910000
B11,OBJ249,CTL,SS_0.5,0.5,280,10320000
B11,OBJ250,CTL,SS_0.5,0.5,365,9292000
B11,OBJ251,CTL,SS_0.5,0.5,354,9004000
B11,OBJ252,CTL,SS_0.5,0.5,362,10220000
B11,OBJ253,CTL,SS_0.5,0.5,247,10070000
B11,OBJ254,CTL,SS_0.5,0.5,331,14040000
B11,OBJ255,CTL,SS_0.5,0.5,279,9443000
B11,OBJ256,CTL,SS_0.5,0.5,334,9918000
B11,OBJ257,CTL,SS_0.5,0.5,313,10070000
B11,OBJ258,CTL,SS_0.5,0.5,468,11610000
B11,OBJ259,CTL,SS_0.5,0.5,224,9270000
B11,OBJ260,CTL,SS_0.5,0.5,381,8987000
B11,OBJ261,CTL,SS_0.5,0.5,302,10810000
B11,OBJ262,CTL,SS_0.5,0.5,513,23350000
B11,OBJ263,CTL,SS_0.5,0.5,327,10190000
B11,OBJ264,CTL,SS_0.5,0.5,449,9072000
B11,OBJ265,CTL,SS_0.5,0.5,213,8572000
B11,OBJ266,CTL,SS_0.5,0.5,409,9114000
B11,OBJ267,CTL,SS_0.5,0.5,218,8937000
B11,OBJ268,CTL,SS_0.5,0.5,267,8242000
B11,OBJ269,CTL,SS_0.5,0.5,268,8461000
B11,OBJ270,CTL,SS_0.5,0.5,208,7946000
B10,OBJ1,CTL,SS_0.5,0.5,213,13390000
B10,OBJ2,CTL,SS_0.5,0.5,268,9785000
B10,OBJ3,CTL,SS_0.5,0.5,256,10720000
B10,OBJ4,CTL,SS_0.5,0.5,410,21600000
B10,OBJ5,CTL,SS_0.5,0.5,218,11020000
B10,OBJ6,CTL,SS_0.5,0.5,899,25060000
B10,OBJ7,CTL,SS_0.5,0.5,408,22690000
B10,OBJ8,CTL,SS_0.5,0.5,225,11400000
B10,OBJ9,CTL,SS_0.5,0.5,669,27490000
B10,OBJ10,CTL,SS_0.5,0.5,291,11040000
B10,OBJ11,CTL,SS_0.5,0.5,279,12030000
B10,OBJ12,CTL,SS_0.5,0.5,329,11180000
B10,OBJ13,CTL,SS_0.5,0.5,586,44910000
B10,OBJ14,CTL,SS_0.5,0.5,301,15870000
B10,OBJ15,CTL,SS_0.5,0.5,485,11440000
B10,OBJ16,CTL,SS_0.5,0.5,345,11600000
B10,OBJ17,CTL,SS_0.5,0.5,246,10420000
B10,OBJ18,CTL,SS_0.5,0.5,300,18920000
B10,OBJ19,CTL,SS_0.5,0.5,272,10430000
B10,OBJ20,CTL,SS_0.5,0.5,408,11270000
B10,OBJ21,CTL,SS_0.5,0.5,237,10410000
B10,OBJ22,CTL,SS_0.5,0.5,325,10620000
B10,OBJ23,CTL,SS_0.5,0.5,352,11230000
B10,OBJ24,CTL,SS_0.5,0.5,306,10680000
B10,OBJ25,CTL,SS_0.5,0.5,336,10680000
B10,OBJ26,CTL,SS_0.5,0.5,339,10500000
B10,OBJ27,CTL,SS_0.5,0.5,249,10000000
B10,OBJ28,CTL,SS_0.5,0.5,257,10560000
B10,OBJ29,CTL,SS_0.5,0.5,246,9770000
B10,OBJ30,CTL,SS_0.5,0.5,340,17340000
B10,OBJ31,CTL,SS_0.5,0.5,256,9761000
B10,OBJ32,CTL,SS_0.5,0.5,452,22650000
B10,OBJ33,CTL,SS_0.5,0.5,307,8700000
B10,OBJ34,CTL,SS_0.5,0.5,283,12010000
B10,OBJ35,CTL,SS_0.5,0.5,427,12320000
B10,OBJ36,CTL,SS_0.5,0.5,235,9514000
B10,OBJ37,CTL,SS_0.5,0.5,312,10470000
B10,OBJ38,CTL,SS_0.5,0.5,203,8940000
B10,OBJ39,CTL,SS_0.5,0.5,366,12990000
B10,OBJ40,CTL,SS_0.5,0.5,386,17250000
B10,OBJ41,CTL,SS_0.5,0.5,369,10130000
B10,OBJ42,CTL,SS_0.5,0.5,417,20860000
B10,OBJ43,CTL,SS_0.5,0.5,367,10980000
B10,OBJ44,CTL,SS_0.5,0.5,249,10110000
B10,OBJ45,CTL,SS_0.5,0.5,298,9810000
B10,OBJ46,CTL,SS_0.5,0.5,383,20120000
B10,OBJ47,CTL,SS_0.5,0.5,320,11650000
B10,OBJ48,CTL,SS_0.5,0.5,296,8683000
B10,OBJ49,CTL,SS_0.5,0.5,283,10220000
B10,OBJ50,CTL,SS_0.5,0.5,307,8652000
B10,OBJ51,CTL,SS_0.5,0.5,250,8453000
B10,OBJ52,CTL,SS_0.5,0.5,216,9164000
B10,OBJ53,CTL,SS_0.5,0.5,309,9675000
B10,OBJ54,CTL,SS_0.5,0.5,286,9419000
B10,OBJ55,CTL,SS_0.5,0.5,244,9030000
B10,OBJ56,CTL,SS_0.5,0.5,214,8518000
B10,OBJ57,CTL,SS_0.5,0.5,297,9189000
B10,OBJ58,CTL,SS_0.5,0.5,231,6172000
B10,OBJ59,CTL,SS_0.5,0.5,679,19170000
B10,OBJ60,CTL,SS_0.5,0.5,308,9392000
B10,OBJ61,CTL,SS_0.5,0.5,433,16060000
B10,OBJ62,CTL,SS_0.5,0.5,278,9225000
B10,OBJ63,CTL,SS_0.5,0.5,237,9471000
B10,OBJ64,CTL,SS_0.5,0.5,285,9736000
B10,OBJ65,CTL,SS_0.5,0.5,292,9742000
B10,OBJ66,CTL,SS_0.5,0.5,353,10580000
B10,OBJ67,CTL,SS_0.5,0.5,254,10350000
B10,OBJ68,CTL,SS_0.5,0.5,351,10620000
B10,OBJ69,CTL,SS_0.5,0.5,277,9702000
B10,OBJ70,CTL,SS_0.5,0.5,336,9718000
B10,OBJ71,CTL,SS_0.5,0.5,245,10770000
B10,OBJ72,CTL,SS_0.5,0.5,353,10660000
B10,OBJ73,CTL,SS_0.5,0.5,868,20940000
B10,OBJ74,CTL,SS_0.5,0.5,368,10640000
B10,OBJ75,CTL,SS_0.5,0.5,229,10770000
B10,OBJ76,CTL,SS_0.5,0.5,398,11720000
B10,OBJ77,CTL,SS_0.5,0.5,278,11220000
B10,OBJ78,CTL,SS_0.5,0.5,908,25260000
B10,OBJ79,CTL,SS_0.5,0.5,370,11020000
B10,OBJ80,CTL,SS_0.5,0.5,595,22520000
B10,OBJ81,CTL,SS_0.5,0.5,343,24040000
B10,OBJ82,CTL,SS_0.5,0.5,229,9722000
B10,OBJ83,CTL,SS_0.5,0.5,275,9215000
B10,OBJ84,CTL,SS_0.5,0.5,283,9020000
B10,OBJ85,CTL,SS_0.5,0.5,285,11080000
B10,OBJ86,CTL,SS_0.5,0.5,297,10610000
B10,OBJ87,CTL,SS_0.5,0.5,249,10010000
B10,OBJ88,CTL,SS_0.5,0.5,234,10590000
B10,OBJ89,CTL,SS_0.5,0.5,314,10100000
B10,OBJ90,CTL,SS_0.5,0.5,275,10260000
B10,OBJ91,CTL,SS_0.5,0.5,305,10230000
B10,OBJ92,CTL,SS_0.5,0.5,430,23500000
B10,OBJ93,CTL,SS_0.5,0.5,316,10520000
B10,OBJ94,CTL,SS_0.5,0.5,329,11840000
B10,OBJ95,CTL,SS_0.5,0.5,271,9367000
B10,OBJ96,CTL,SS_0.5,0.5,264,10510000
B10,OBJ97,CTL,SS_0.5,0.5,313,11880000
B10,OBJ98,CTL,SS_0.5,0.5,408,17640000
B10,OBJ99,CTL,SS_0.5,0.5,385,10530000
B10,OBJ100,CTL,SS_0.5,0.5,340,10790000
B10,OBJ101,CTL,SS_0.5,0.5,217,10220000
B10,OBJ102,CTL,SS_0.5,0.5,236,8714000
B10,OBJ103,CTL,SS_0.5,0.5,335,10360000
B10,OBJ104,CTL,SS_0.5,0.5,231,10180000
B10,OBJ105,CTL,SS_0.5,0.5,329,10170000
B10,OBJ106,CTL,SS_0.5,0.5,406,20680000
B10,OBJ107,CTL,SS_0.5,0.5,276,9991000
B10,OBJ108,CTL,SS_0.5,0.5,264,11150000
B10,OBJ109,CTL,SS_0.5,0.5,298,10740000
B10,OBJ110,CTL,SS_0.5,0.5,345,11900000
B10,OBJ111,CTL,SS_0.5,0.5,299,10610000
B10,OBJ112,CTL,SS_0.5,0.5,716,50760000
B10,OBJ113,CTL,SS_0.5,0.5,436,27460000
B10,OBJ114,CTL,SS_0.5,0.5,344,10180000
B10,OBJ115,CTL,SS_0.5,0.5,278,10240000
B10,OBJ116,CTL,SS_0.5,0.5,346,11320000
B10,OBJ117,CTL,SS_0.5,0.5,776,22890000
B10,OBJ118,CTL,SS_0.5,0.5,414,11790000
B10,OBJ119,CTL,SS_0.5,0.5,628,46070000
B10,OBJ120,CTL,SS_0.5,0.5,267,10110000
B10,OBJ121,CTL,SS_0.5,0.5,392,13120000
B10,OBJ122,CTL,SS_0.5,0.5,476,39860000
B10,OBJ123,CTL,SS_0.5,0.5,326,10590000
B10,OBJ124,CTL,SS_0.5,0.5,329,11250000
B10,OBJ125,CTL,SS_0.5,0.5,344,10130000
B10,OBJ126,CTL,SS_0.5,0.5,202,9436000
B10,OBJ127,CTL,SS_0.5,0.5,283,10200000
B10,OBJ128,CTL,SS_0.5,0.5,467,11750000
B10,OBJ129,CTL,SS_0.5,0.5,280,9436000
B10,OBJ130,CTL,SS_0.5,0.5,594,20430000
B10,OBJ131,CTL,SS_0.5,0.5,489,10890000
B10,OBJ132,CTL,SS_0.5,0.5,379,11880000
B10,OBJ133,CTL,SS_0.5,0.5,401,9777000
B10,OBJ134,CTL,SS_0.5,0.5,441,18070000
B10,OBJ135,CTL,SS_0.5,0.5,657,32370000
B10,OBJ136,CTL,SS_0.5,0.5,456,9773000
B10,OBJ137,CTL,SS_0.5,0.5,456,10770000
B10,OBJ138,CTL,SS_0.5,0.5,727,18100000
B10,OBJ139,CTL,SS_0.5,0.5,456,10300000
B10,OBJ140,CTL,SS_0.5,0.5,506,18550000
B10,OBJ141,CTL,SS_0.5,0.5,525,22390000
B10,OBJ142,CTL,SS_0.5,0.5,259,9720000
B10,OBJ143,CTL,SS_0.5,0.5,214,8619000
B10,OBJ144,CTL,SS_0.5,0.5,405,11860000
B10,OBJ145,CTL,SS_0.5,0.5,231,9621000
B10,OBJ146,CTL,SS_0.5,0.5,232,9000000
B10,OBJ147,CTL,SS_0.5,0.5,245,9812000
B10,OBJ148,CTL,SS_0.5,0.5,355,11170000
B10,OBJ149,CTL,SS_0.5,0.5,253,11390000
B10,OBJ150,CTL,SS_0.5,0.5,342,9630000
B10,OBJ151,CTL,SS_0.5,0.5,451,12100000
B10,OBJ152,CTL,SS_0.5,0.5,833,25580000
B10,OBJ153,CTL,SS_0.5,0.5,273,11050000
B10,OBJ154,CTL,SS_0.5,0.5,298,10800000
B10,OBJ155,CTL,SS_0.5,0.5,325,10050000
B10,OBJ156,CTL,SS_0.5,0.5,505,12110000
B10,OBJ157,CTL,SS_0.5,0.5,1049,44660000
B10,OBJ158,CTL,SS_0.5,0.5,323,20980000
B10,OBJ159,CTL,SS_0.5,0.5,230,10680000
B10,OBJ160,CTL,SS_0.5,0.5,540,12580000
B10,OBJ161,CTL,SS_0.5,0.5,301,21640000
B10,OBJ162,CTL,SS_0.5,0.5,378,14210000
B10,OBJ163,CTL,SS_0.5,0.5,317,12320000
B10,OBJ164,CTL,SS_0.5,0.5,257,11170000
B10,OBJ165,CTL,SS_0.5,0.5,336,11950000
B10,OBJ166,CTL,SS_0.5,0.5,421,25340000
B10,OBJ167,CTL,SS_0.5,0.5,443,21200000
B10,OBJ168,CTL,SS_0.5,0.5,301,11980000
B10,OBJ169,CTL,SS_0.5,0.5,325,11780000
B10,OBJ170,CTL,SS_0.5,0.5,787,50290000
B10,OBJ171,CTL,SS_0.5,0.5,453,19730000
B10,OBJ172,CTL,SS_0.5,0.5,508,13120000
B10,OBJ173,CTL,SS_0.5,0.5,464,12670000
B10,OBJ174,CTL,SS_0.5,0.5,432,11420000
B10,OBJ175,CTL,SS_0.5,0.5,589,12060000
B10,OBJ176,CTL,SS_0.5,0.5,439,11000000
B10,OBJ177,CTL,SS_0.5,0.5,224,9381000
B10,OBJ178,CTL,SS_0.5,0.5,474,16500000
B10,OBJ179,CTL,SS_0.5,0.5,331,10300000
B10,OBJ180,CTL,SS_0.5,0.5,328,7677000
B10,OBJ181,CTL,SS_0.5,0.5,514,20970000
B10,OBJ182,CTL,SS_0.5,0.5,880,19450000
B10,OBJ183,CTL,SS_0.5,0.5,566,18030000
B10,OBJ184,CTL,SS_0.5,0.5,391,10610000
B10,OBJ185,CTL,SS_0.5,0.5,514,18990000
B10,OBJ186,CTL,SS_0.5,0.5,520,19970000
B10,OBJ187,CTL,SS_0.5,0.5,306,12500000
B10,OBJ188,CTL,SS_0.5,0.5,701,24090000
B10,OBJ189,CTL,SS_0.5,0.5,803,23380000
B10,OBJ190,CTL,SS_0.5,0.5,339,11050000
B10,OBJ191,CTL,SS_0.5,0.5,357,10910000
B10,OBJ192,CTL,SS_0.5,0.5,798,20570000
B10,OBJ193,CTL,SS_0.5,0.5,371,10240000
B10,OBJ194,CTL,SS_0.5,0.5,207,10760000
B10,OBJ195,CTL,SS_0.5,0.5,459,10580000
