well,cell_ID,condition,serum,seeding_density,Nuclear_Area,DAPI
B11,OBJ49,IR,SS_0.5,0.5,1079,11900000
B11,OBJ50,IR,SS_0.5,0.5,537,12650000
B11,OBJ51,IR,SS_0.5,0.5,1048,20700000
B11,OBJ52,IR,SS_0.5,0.5,1320,19770000
B11,OBJ53,IR,SS_0.5,0.5,921,10740000
B11,OBJ54,IR,SS_0.5,0.5,1246,10670000
B11,OBJ55,IR,SS_0.5,0.5,1220,16640000
B11,OBJ56,IR,SS_0.5,0.5,499,9266000
B11,OBJ57,IR,SS_0.5,0.5,477,9163000
B11,OBJ58,IR,SS_0.5,0.5,1032,14040000
B11,OBJ59,IR,SS_0.5,0.5,1067,19810000
B11,OBJ60,IR,SS_0.5,0.5,1918,43330000
B11,OBJ61,IR,SS_0.5,0.5,529,8797000
B11,OBJ62,IR,SS_0.5,0.5,1739,24960000
B11,OBJ63,IR,SS_0.5,0.5,474,8348000
B11,OBJ64,IR,SS_0.5,0.5,362,4335000
B11,OBJ65,IR,SS_0.5,0.5,790,13360000
B11,OBJ66,IR,SS_0.5,0.5,677,15130000
B11,OBJ67,IR,SS_0.5,0.5,983,27700000
B11,OBJ68,IR,SS_0.5,0.5,1065,10310000
B11,OBJ69,IR,SS_0.5,0.5,720,9663000
B11,OBJ70,IR,SS_0.5,0.5,965,9537000
B11,OBJ71,IR,SS_0.5,0.5,1550,15890000
B11,OBJ72,IR,SS_0.5,0.5,1521,15190000
B11,OBJ73,IR,SS_0.5,0.5,719,4821000
B11,OBJ74,IR,SS_0.5,0.5,1824,29920000
B11,OBJ75,IR,SS_0.5,0.5,788,8567000
B11,OBJ76,IR,SS_0.5,0.5,1372,18260000
B11,OBJ77,IR,SS_0.5,0.5,535,8242000
B11,OBJ78,IR,SS_0.5,0.5,1545,16120000
B11,OBJ79,IR,SS_0.5,0.5,1558,31480000
B11,OBJ80,IR,SS_0.5,0.5,545,8815000
B11,OBJ81,IR,SS_0.5,0.5,2218,40120000
B11,OBJ82,IR,SS_0.5,0.5,601,10260000
B11,OBJ83,IR,SS_0.5,0.5,829,10830000
B11,OBJ84,IR,SS_0.5,0.5,772,10130000
B11,OBJ85,IR,SS_0.5,0.5,1103,19680000
B11,OBJ86,IR,SS_0.5,0.5,1268,11200000
B11,OBJ87,IR,SS_0.5,0.5,832,7926000
B11,OBJ88,IR,SS_0.5,0.5,1119,21320000
B11,OBJ89,IR,SS_0.5,0.5,483,13490000
B11,OBJ90,IR,SS_0.5,0.5,856,9871000
B11,OBJ91,IR,SS_0.5,0.5,601,10970000
B11,OBJ92,IR,SS_0.5,0.5,543,16790000
B11,OBJ93,IR,SS_0.5,0.5,742,10920000
B11,OBJ94,IR,SS_0.5,0.5,943,9962000
B11,OBJ95,IR,SS_0.5,0.5,1022,11310000
B11,OBJ96,IR,SS_0.5,0.5,1166,10850000
B11,OBJ97,IR,SS_0.5,0.5,727,9821000
B11,OBJ98,IR,SS_0.5,0.5,636,10930000
B11,OBJ99,IR,SS_0.5,0.5,743,10000000
B11,OBJ100,IR,SS_0.5,0.5,1202,22660000
B11,OBJ101,IR,SS_0.5,0.5,1303,21760000
B11,OBJ102,IR,SS_0.5,0.5,835,11540000
B11,OBJ103,IR,SS_0.5,0.5,767,9288000
B11,OBJ104,IR,SS_0.5,0.5,1643,33300000
B11,OBJ105,IR,SS_0.5,0.5,1351,22070000
B11,OBJ106,IR,SS_0.5,0.5,2217,22370000
B11,OBJ107,IR,SS_0.5,0.5,1384,23570000
B11,OBJ108,IR,SS_0.5,0.5,501,9948000
B11,OBJ109,IR,SS_0.5,0.5,872,19980000
B11,OBJ110,IR,SS_0.5,0.5,441,9130000
B11,OBJ111,IR,SS_0.5,0.5,1342,21950000
B11,OBJ112,IR,SS_0.5,0.5,563,9857000
B11,OBJ113,IR,SS_0.5,0.5,2237,20130000
B11,OBJ114,IR,SS_0.5,0.5,271,10200000
B11,OBJ115,IR,SS_0.5,0.5,1315,18440000
B11,OBJ116,IR,SS_0.5,0.5,719,14880000
B11,OBJ117,IR,SS_0.5,0.5,1883,19400000
B11,OBJ118,IR,SS_0.5,0.5,617,9689000
B11,OBJ119,IR,SS_0.5,0.5,637,8858000
B11,OBJ120,IR,SS_0.5,0.5,1307,18590000
B11,OBJ121,IR,SS_0.5,0.5,423,11770000
B11,OBJ122,IR,SS_0.5,0.5,623,9564000
B11,OBJ123,IR,SS_0.5,0.5,539,14860000
B11,OBJ124,IR,SS_0.5,0.5,688,10790000
B11,OBJ125,IR,SS_0.5,0.5,820,10100000
B11,OBJ126,IR,SS_0.5,0.5,1457,21240000
B11,OBJ127,IR,SS_0.5,0.5,660,9466000
B11,OBJ128,IR,SS_0.5,0.5,702,10680000
B11,OBJ129,IR,SS_0.5,0.5,996,4236000
B11,OBJ130,IR,SS_0.5,0.5,646,23190000
B11,OBJ131,IR,SS_0.5,0.5,620,10920000
B11,OBJ132,IR,SS_0.5,0.5,504,13290000
B11,OBJ133,IR,SS_0.5,0.5,394,9631000
B11,OBJ134,IR,SS_0.5,0.5,617,10540000
B11,OBJ135,IR,SS_0.5,0.5,1244,20590000
B11,OBJ136,IR,SS_0.5,0.5,1101,21810000
B11,OBJ137,IR,SS_0.5,0.5,212,3794000
B11,OBJ138,IR,SS_0.5,0.5,705,20310000
B11,OBJ139,IR,SS_0.5,0.5,1319,21790000
B11,OBJ140,IR,SS_0.5,0.5,1178,7189000
B11,OBJ141,IR,SS_0.5,0.5,529,3140000
B11,OBJ142,IR,SS_0.5,0.5,543,10860000
B11,OBJ143,IR,SS_0.5,0.5,1059,9355000
B11,OBJ144,IR,SS_0.5,0.5,1872,22860000
B11,OBJ145,IR,SS_0.5,0.5,757,18890000
B11,OBJ146,IR,SS_0.5,0.5,1491,44890000
B11,OBJ147,IR,SS_0.5,0.5,1518,20350000
B11,OBJ148,IR,SS_0.5,0.5,2044,19680000
B11,OBJ149,IR,SS_0.5,0.5,1712,11150000
B11,OBJ150,IR,SS_0.5,0.5,1775,22320000
B11,OBJ151,IR,SS_0.5,0.5,351,8654000
B11,OBJ152,IR,SS_0.5,0.5,1295,22810000
B11,OBJ153,IR,SS_0.5,0.5,1671,21090000
B11,OBJ154,IR,SS_0.5,0.5,1085,10570000
B11,OBJ155,IR,SS_0.5,0.5,1902,16410000
B11,OBJ156,IR,SS_0.5,0.5,778,3909000
B11,OBJ157,IR,SS_0.5,0.5,1204,6166000
B11,OBJ158,IR,SS_0.5,0.5,1091,9675000
B11,OBJ159,IR,SS_0.5,0.5,861,9008000
B11,OBJ160,IR,SS_0.5,0.5,738,8470000
B11,OBJ161,IR,SS_0.5,0.5,1187,9151000
B11,OBJ162,IR,SS_0.5,0.5,1252,16500000
B11,OBJ163,IR,SS_0.5,0.5,1718,11420000
B11,OBJ164,IR,SS_0.5,0.5,820,16300000
B11,OBJ165,IR,SS_0.5,0.5,979,7234000
B11,OBJ166,IR,SS_0.5,0.5,669,10070000
B11,OBJ167,IR,SS_0.5,0.5,821,18390000
B11,OBJ168,IR,SS_0.5,0.5,940,18970000
B11,OBJ169,IR,SS_0.5,0.5,893,15210000
B11,OBJ170,IR,SS_0.5,0.5,667,17760000
B11,OBJ171,IR,SS_0.5,0.5,1378,19660000
B11,OBJ172,IR,SS_0.5,0.5,594,9333000
B11,OBJ173,IR,SS_0.5,0.5,853,9238000
B11,OBJ174,IR,SS_0.5,0.5,552,9614000
B11,OBJ175,IR,SS_0.5,0.5,630,17980000
B11,OBJ176,IR,SS_0.5,0.5,586,9959000
B11,OBJ177,IR,SS_0.5,0.5,1638,23220000
B11,OBJ178,IR,SS_0.5,0.5,797,11230000
B11,OBJ179,IR,SS_0.5,0.5,787,13810000
B11,OBJ180,IR,SS_0.5,0.5,594,10010000
B11,OBJ181,IR,SS_0.5,0.5,1938,22610000
B11,OBJ182,IR,SS_0.5,0.5,653,10710000
B11,OBJ183,IR,SS_0.5,0.5,556,17120000
B11,OBJ184,IR,SS_0.5,0.5,1306,22500000
B11,OBJ185,IR,SS_0.5,0.5,499,14730000
B11,OBJ186,IR,SS_0.5,0.5,1101,10850000
B11,OBJ187,IR,SS_0.5,0.5,1563,25030000
B11,OBJ188,IR,SS_0.5,0.5,883,11720000
B11,OBJ189,IR,SS_0.5,0.5,701,9946000
B11,OBJ190,IR,SS_0.5,0.5,995,10170000
B11,OBJ191,IR,SS_0.5,0.5,1500,25140000
B11,OBJ192,IR,SS_0.5,0.5,1112,10610000
B11,OBJ193,IR,SS_0.5,0.5,881,9716000
B11,OBJ194,IR,SS_0.5,0.5,704,9319000
B11,OBJ195,IR,SS_0.5,0.5,907,13880000
B11,OBJ196,IR,SS_0.5,0.5,2329,17950000
B10,OBJ1,IR,SS_0.5,0.5,318,6366000
B10,OBJ2,IR,SS_0.5,0.5,1088,7398000
B10,OBJ3,IR,SS_0.5,0.5,624,3373000
B10,OBJ4,IR,SS_0.5,0.5,433,11730000
B10,OBJ5,IR,SS_0.5,0.5,1128,15490000
B10,OBJ6,IR,SS_0.5,0.5,2268,37890000
B10,OBJ7,IR,SS_0.5,0.5,220,7412000
B10,OBJ8,IR,SS_0.5,0.5,225,6127000
B10,OBJ9,IR,SS_0.5,0.5,644,8184000
B10,OBJ10,IR,SS_0.5,0.5,491,10250000
B10,OBJ11,IR,SS_0.5,0.5,1360,9537000
B10,OBJ12,IR,SS_0.5,0.5,1091,14170000
B10,OBJ13,IR,SS_0.5,0.5,1207,9394000
B10,OBJ14,IR,SS_0.5,0.5,567,9725000
B10,OBJ15,IR,SS_0.5,0.5,2088,20380000
B10,OBJ16,IR,SS_0.5,0.5,808,15660000
B10,OBJ17,IR,SS_0.5,0.5,1165,18230000
B10,OBJ18,IR,SS_0.5,0.5,643,10170000
B10,OBJ19,IR,SS_0.5,0.5,2118,19560000
B10,OBJ20,IR,SS_0.5,0.5,1398,20340000
B10,OBJ21,IR,SS_0.5,0.5,328,6750000
B10,OBJ22,IR,SS_0.5,0.5,2219,34650000
B10,OBJ23,IR,SS_0.5,0.5,2500,18970000
B10,OBJ24,IR,SS_0.5,0.5,1044,22490000
B10,OBJ25,IR,SS_0.5,0.5,1345,26920000
B10,OBJ26,IR,SS_0.5,0.5,943,13700000
B10,OBJ27,IR,SS_0.5,0.5,942,7739000
B10,OBJ28,IR,SS_0.5,0.5,1472,15640000
B10,OBJ29,IR,SS_0.5,0.5,704,12320000
B10,OBJ30,IR,SS_0.5,0.5,716,11760000
B10,OBJ31,IR,SS_0.5,0.5,1412,16640000
B10,OBJ32,IR,SS_0.5,0.5,719,10530000
B10,OBJ33,IR,SS_0.5,0.5,440,8741000
B10,OBJ34,IR,SS_0.5,0.5,1619,16170000
B10,OBJ35,IR,SS_0.5,0.5,884,15510000
B10,OBJ36,IR,SS_0.5,0.5,667,6606000
B10,OBJ37,IR,SS_0.5,0.5,1339,12550000
B10,OBJ38,IR,SS_0.5,0.5,867,15660000
B10,OBJ39,IR,SS_0.5,0.5,1796,18550000
B10,OBJ40,IR,SS_0.5,0.5,1629,18790000
B10,OBJ41,IR,SS_0.5,0.5,1751,17790000
B10,OBJ42,IR,SS_0.5,0.5,225,1074000
B10,OBJ43,IR,SS_0.5,0.5,1289,9758000
B10,OBJ44,IR,SS_0.5,0.5,846,9594000
B10,OBJ45,IR,SS_0.5,0.5,1887,21190000
B10,OBJ46,IR,SS_0.5,0.5,742,7642000
B10,OBJ47,IR,SS_0.5,0.5,907,9464000
B10,OBJ48,IR,SS_0.5,0.5,619,6452000
B10,OBJ49,IR,SS_0.5,0.5,1278,19280000
B10,OBJ50,IR,SS_0.5,0.5,675,13240000
B10,OBJ51,IR,SS_0.5,0.5,609,8041000
B10,OBJ52,IR,SS_0.5,0.5,659,8988000
B10,OBJ53,IR,SS_0.5,0.5,1465,16770000
B10,OBJ54,IR,SS_0.5,0.5,1465,19440000
B10,OBJ55,IR,SS_0.5,0.5,864,13600000
B10,OBJ56,IR,SS_0.5,0.5,1864,17040000
B10,OBJ57,IR,SS_0.5,0.5,842,9361000
B10,OBJ58,IR,SS_0.5,0.5,2220,18450000
B10,OBJ59,IR,SS_0.5,0.5,1383,17480000
B10,OBJ60,IR,SS_0.5,0.5,2149,18120000
B10,OBJ61,IR,SS_0.5,0.5,1417,18080000
B10,OBJ62,IR,SS_0.5,0.5,927,25550000
B10,OBJ63,IR,SS_0.5,0.5,584,9006000
B10,OBJ64,IR,SS_0.5,0.5,830,13700000
B10,OBJ65,IR,SS_0.5,0.5,561,8279000
B10,OBJ66,IR,SS_0.5,0.5,522,9003000
B10,OBJ67,IR,SS_0.5,0.5,1362,17620000
B10,OBJ68,IR,SS_0.5,0.5,561,7404000
B10,OBJ69,IR,SS_0.5,0.5,589,10540000
B10,OBJ70,IR,SS_0.5,0.5,606,7821000
B10,OBJ71,IR,SS_0.5,0.5,891,16120000
B10,OBJ72,IR,SS_0.5,0.5,458,12630000
B10,OBJ73,IR,SS_0.5,0.5,1480,14070000
B10,OBJ74,IR,SS_0.5,0.5,2059,20380000
B10,OBJ75,IR,SS_0.5,0.5,434,11580000
B10,OBJ76,IR,SS_0.5,0.5,1285,26460000
B10,OBJ77,IR,SS_0.5,0.5,813,51780000
B10,OBJ78,IR,SS_0.5,0.5,1354,18630000
B10,OBJ79,IR,SS_0.5,0.5,1267,15350000
B10,OBJ80,IR,SS_0.5,0.5,1622,19090000
B10,OBJ81,IR,SS_0.5,0.5,897,10180000
B10,OBJ82,IR,SS_0.5,0.5,1724,20590000
B10,OBJ83,IR,SS_0.5,0.5,649,9201000
B10,OBJ84,IR,SS_0.5,0.5,1100,19420000
B10,OBJ85,IR,SS_0.5,0.5,866,9668000
B10,OBJ86,IR,SS_0.5,0.5,626,15380000
B10,OBJ87,IR,SS_0.5,0.5,913,17640000
B10,OBJ88,IR,SS_0.5,0.5,591,4364000
B10,OBJ89,IR,SS_0.5,0.5,892,14660000
B10,OBJ90,IR,SS_0.5,0.5,496,10540000
B10,OBJ91,IR,SS_0.5,0.5,469,8869000
B10,OBJ92,IR,SS_0.5,0.5,1906,36920000
B10,OBJ93,IR,SS_0.5,0.5,701,10530000
B10,OBJ94,IR,SS_0.5,0.5,503,9195000
B10,OBJ95,IR,SS_0.5,0.5,851,9495000
B10,OBJ96,IR,SS_0.5,0.5,1002,9971000
B10,OBJ97,IR,SS_0.5,0.5,748,9298000
B10,OBJ98,IR,SS_0.5,0.5,776,12160000
B10,OBJ99,IR,SS_0.5,0.5,700,9586000
B10,OBJ100,IR,SS_0.5,0.5,929,19000000
B10,OBJ101,IR,SS_0.5,0.5,1014,18350000
B10,OBJ102,IR,SS_0.5,0.5,252,4899000
B10,OBJ103,IR,SS_0.5,0.5,309,1973000
B10,OBJ104,IR,SS_0.5,0.5,713,9736000
B10,OBJ105,IR,SS_0.5,0.5,729,8928000
B10,OBJ106,IR,SS_0.5,0.5,1276,17530000
B10,OBJ107,IR,SS_0.5,0.5,745,16000000
B10,OBJ108,IR,SS_0.5,0.5,959,16610000
B10,OBJ109,IR,SS_0.5,0.5,1283,17540000
B10,OBJ110,IR,SS_0.5,0.5,1030,8314000
B10,OBJ111,IR,SS_0.5,0.5,654,7694000
B10,OBJ112,IR,SS_0.5,0.5,204,624500
B10,OBJ113,IR,SS_0.5,0.5,1570,20000000
B10,OBJ114,IR,SS_0.5,0.5,1993,32950000
B10,OBJ115,IR,SS_0.5,0.5,1529,19020000
B10,OBJ116,IR,SS_0.5,0.5,531,11160000
B10,OBJ117,IR,SS_0.5,0.5,964,16550000
B10,OBJ118,IR,SS_0.5,0.5,1429,8245000
B10,OBJ119,IR,SS_0.5,0.5,1058,15890000
B10,OBJ120,IR,SS_0.5,0.5,249,7828000
B10,OBJ121,IR,SS_0.5,0.5,443,11960000
B10,OBJ122,IR,SS_0.5,0.5,1504,18360000
B10,OBJ123,IR,SS_0.5,0.5,1005,9200000
B10,OBJ124,IR,SS_0.5,0.5,1081,9193000
B10,OBJ125,IR,SS_0.5,0.5,1307,16140000
B10,OBJ126,IR,SS_0.5,0.5,1553,20530000
B10,OBJ127,IR,SS_0.5,0.5,1418,16960000
B10,OBJ128,IR,SS_0.5,0.5,536,11930000
B10,OBJ129,IR,SS_0.5,0.5,970,8706000
B10,OBJ130,IR,SS_0.5,0.5,1245,19920000
B10,OBJ131,IR,SS_0.5,0.5,779,8999000
B10,OBJ132,IR,SS_0.5,0.5,1914,20540000
B10,OBJ133,IR,SS_0.5,0.5,679,9024000
B10,OBJ134,IR,SS_0.5,0.5,748,9249000
B10,OBJ135,IR,SS_0.5,0.5,722,9504000
B10,OBJ136,IR,SS_0.5,0.5,652,7333000
B10,OBJ137,IR,SS_0.5,0.5,1100,12080000
B10,OBJ138,IR,SS_0.5,0.5,523,7855000
B10,OBJ139,IR,SS_0.5,0.5,865,18380000
B10,OBJ140,IR,SS_0.5,0.5,1002,18090000
B10,OBJ141,IR,SS_0.5,0.5,579,16740000
B10,OBJ142,IR,SS_0.5,0.5,1216,56280000
B10,OBJ143,IR,SS_0.5,0.5,1098,19990000
B10,OBJ144,IR,SS_0.5,0.5,1179,17260000
B10,OBJ145,IR,SS_0.5,0.5,361,14170000
B10,OBJ146,IR,SS_0.5,0.5,1220,20480000
B10,OBJ147,IR,SS_0.5,0.5,505,14590000
B10,OBJ148,IR,SS_0.5,0.5,887,14540000
B10,OBJ149,IR,SS_0.5,0.5,631,41990000
B10,OBJ150,IR,SS_0.5,0.5,672,9904000
B10,OBJ151,IR,SS_0.5,0.5,686,15220000
B10,OBJ152,IR,SS_0.5,0.5,1239,20380000
B10,OBJ153,IR,SS_0.5,0.5,1797,37250000
B10,OBJ154,IR,SS_0.5,0.5,1151,17880000
B10,OBJ155,IR,SS_0.5,0.5,802,9691000
B10,OBJ156,IR,SS_0.5,0.5,863,16300000
B10,OBJ157,IR,SS_0.5,0.5,802,9688000
B10,OBJ158,IR,SS_0.5,0.5,1260,18140000
B10,OBJ159,IR,SS_0.5,0.5,1261,9564000
B10,OBJ160,IR,SS_0.5,0.5,965,9149000
B10,OBJ161,IR,SS_0.5,0.5,1164,19820000
B10,OBJ162,IR,SS_0.5,0.5,1018,17270000
B10,OBJ163,IR,SS_0.5,0.5,1062,15600000
B10,OBJ164,IR,SS_0.5,0.5,1165,9424000
B10,OBJ165,IR,SS_0.5,0.5,1494,8978000
B10,OBJ166,IR,SS_0.5,0.5,1698,17970000
B10,OBJ167,IR,SS_0.5,0.5,654,18550000
B10,OBJ168,IR,SS_0.5,0.5,592,8164000
B10,OBJ169,IR,SS_0.5,0.5,851,7826000
B10,OBJ170,IR,SS_0.5,0.5,1326,16140000
B10,OBJ171,IR,SS_0.5,0.5,815,7200000
B10,OBJ172,IR,SS_0.5,0.5,1191,29450000
B10,OBJ173,IR,SS_0.5,0.5,1561,17070000
B10,OBJ174,IR,SS_0.5,0.5,1682,17190000
B10,OBJ175,IR,SS_0.5,0.5,954,17570000
B10,OBJ176,IR,SS_0.5,0.5,1220,20060000
B10,OBJ177,IR,SS_0.5,0.5,1318,16830000
B10,OBJ178,IR,SS_0.5,0.5,841,11070000
B10,OBJ179,IR,SS_0.5,0.5,540,8924000
B10,OBJ180,IR,SS_0.5,0.5,533,5511000
B10,OBJ181,IR,SS_0.5,0.5,740,10030000
B10,OBJ182,IR,SS_0.5,0.5,403,11920000
B10,OBJ183,IR,SS_0.5,0.5,788,9374000
B10,OBJ184,IR,SS_0.5,0.5,576,8739000
B10,OBJ185,IR,SS_0.5,0.5,1239,21260000
B10,OBJ186,IR,SS_0.5,0.5,990,18880000
B10,OBJ187,IR,SS_0.5,0.5,1826,40560000
B10,OBJ188,IR,SS_0.5,0.5,745,10960000
B10,OBJ189,IR,SS_0.5,0.5,687,9892000
B10,OBJ190,IR,SS_0.5,0.5,1407,19400000
B10,OBJ191,IR,SS_0.5,0.5,1927,19330000
B10,OBJ192,IR,SS_0.5,0.5,1978,18640000
B10,OBJ193,IR,SS_0.5,0.5,713,9472000
B10,OBJ194,IR,SS_0.5,0.5,1950,21350000
B10,OBJ195,IR,SS_0.5,0.5,730,10520000
B10,OBJ196,IR,SS_0.5,0.5,664,9682000
B10,OBJ197,IR,SS_0.5,0.5,525,8666000
B10,OBJ198,IR,SS_0.5,0.5,424,11520000
B10,OBJ199,IR,SS_0.5,0.5,435,2263000
B10,OBJ200,IR,SS_0.5,0.5,806,18460000
B10,OBJ201,IR,SS_0.5,0.5,680,9944000
B10,OBJ202,IR,SS_0.5,0.5,814,10100000
B10,OBJ203,IR,SS_0.5,0.5,2144,18540000
B10,OBJ204,IR,SS_0.5,0.5,908,26340000
B10,OBJ205,IR,SS_0.5,0.5,1164,9364000
B10,OBJ206,IR,SS_0.5,0.5,424,7692000
B10,OBJ207,IR,SS_0.5,0.5,551,8885000
B10,OBJ208,IR,SS_0.5,0.5,938,14040000
B10,OBJ209,IR,SS_0.5,0.5,561,22990000
B10,OBJ210,IR,SS_0.5,0.5,951,25890000
B10,OBJ211,IR,SS_0.5,0.5,1011,14390000
B10,OBJ212,IR,SS_0.5,0.5,901,13610000
B10,OBJ213,IR,SS_0.5,0.5,1318,17360000
B10,OBJ214,IR,SS_0.5,0.5,1100,17610000
B10,OBJ215,IR,SS_0.5,0.5,968,14860000
B10,OBJ216,IR,SS_0.5,0.5,1149,16680000
B09,OBJ1,IR,SS_0.5,0.5,1213,19170000
B09,OBJ2,IR,SS_0.5,0.5,1483,9482000
B09,OBJ3,IR,SS_0.5,0.5,1618,20130000
B09,OBJ4,IR,SS_0.5,0.5,1804,18810000
B09,OBJ5,IR,SS_0.5,0.5,893,17290000
B09,OBJ6,IR,SS_0.5,0.5,1585,19270000
B09,OBJ7,IR,SS_0.5,0.5,1365,10570000
B09,OBJ8,IR,SS_0.5,0.5,2344,19420000
B09,OBJ9,IR,SS_0.5,0.5,795,10610000
B09,OBJ10,IR,SS_0.5,0.5,683,9996000
B09,OBJ11,IR,SS_0.5,0.5,649,9743000
B09,OBJ12,IR,SS_0.5,0.5,1368,15270000
B09,OBJ13,IR,SS_0.5,0.5,720,15590000
B09,OBJ14,IR,SS_0.5,0.5,1105,8849000
B09,OBJ15,IR,SS_0.5,0.5,752,8620000
B09,OBJ16,IR,SS_0.5,0.5,945,8949000
B09,OBJ17,IR,SS_0.5,0.5,1451,15410000
B09,OBJ18,IR,SS_0.5,0.5,2205,15410000
B09,OBJ19,IR,SS_0.5,0.5,671,27300000
B09,OBJ20,IR,SS_0.5,0.5,2044,9210000
B09,OBJ21,IR,SS_0.5,0.5,368,3015000
B09,OBJ22,IR,SS_0.5,0.5,538,20280000
B09,OBJ23,IR,SS_0.5,0.5,1134,26420000
B09,OBJ24,IR,SS_0.5,0.5,1975,37810000
B09,OBJ25,IR,SS_0.5,0.5,894,9347000
B09,OBJ26,IR,SS_0.5,0.5,1118,28290000
B09,OBJ27,IR,SS_0.5,0.5,824,9292000
B09,OBJ28,IR,SS_0.5,0.5,1845,19260000
B09,OBJ29,IR,SS_0.5,0.5,776,9973000
B09,OBJ30,IR,SS_0.5,0.5,1541,18450000
B09,OBJ31,IR,SS_0.5,0.5,783,9187000
B09,OBJ32,IR,SS_0.5,0.5,701,23890000
B09,OBJ33,IR,SS_0.5,0.5,1284,10080000
B09,OBJ34,IR,SS_0.5,0.5,729,9364000
B09,OBJ35,IR,SS_0.5,0.5,1472,10690000
B09,OBJ36,IR,SS_0.5,0.5,688,10310000
B09,OBJ37,IR,SS_0.5,0.5,646,9540000
B09,OBJ38,IR,SS_0.5,0.5,978,16320000
B09,OBJ39,IR,SS_0.5,0.5,635,10050000
B09,OBJ40,IR,SS_0.5,0.5,820,9458000
B09,OBJ41,IR,SS_0.5,0.5,1987,20510000
B09,OBJ42,IR,SS_0.5,0.5,625,9746000
B09,OBJ43,IR,SS_0.5,0.5,475,8100000
B09,OBJ44,IR,SS_0.5,0.5,1351,37800000
B09,OBJ45,IR,SS_0.5,0.5,839,8662000
B09,OBJ46,IR,SS_0.5,0.5,2379,19630000
B09,OBJ47,IR,SS_0.5,0.5,1907,17950000
B09,OBJ48,IR,SS_0.5,0.5,1277,18090000
B09,OBJ49,IR,SS_0.5,0.5,1891,17130000
B09,OBJ50,IR,SS_0.5,0.5,729,7572000
B09,OBJ51,IR,SS_0.5,0.5,2016,16260000
B09,OBJ52,IR,SS_0.5,0.5,805,11870000
B09,OBJ53,IR,SS_0.5,0.5,1480,16690000
B09,OBJ54,IR,SS_0.5,0.5,1301,15850000
B09,OBJ55,IR,SS_0.5,0.5,877,15650000
B09,OBJ56,IR,SS_0.5,0.5,573,12820000
B09,OBJ57,IR,SS_0.5,0.5,432,8723000
B09,OBJ58,IR,SS_0.5,0.5,666,13060000
B09,OBJ59,IR,SS_0.5,0.5,1037,9236000
B09,OBJ60,IR,SS_0.5,0.5,1163,18870000
B09,OBJ61,IR,SS_0.5,0.5,673,9539000
